STD_CITY,PROPERTY_ID,PROPERTY_CATEGORY_NAME,PROPERTY_NAME_TEXT,ORIGINAL_LOAN_AMOUNT,LOAN_MATURITY_DATE,OPIIS_SIZE_CATEGORY
Jacksonville                ,800246385.0,Insured-Unsubsidized,Summit Creative - Twin Oaks,2722000.0,6/1/2044 12:00:00 AM,High-Medium
Woodville                   ,800246386.0,Insured-Unsubsidized,Summit Creative - Dogwood Trails Manor,4652600.0,6/1/2044 12:00:00 AM,High-Medium
Pittsburgh                  ,800246446.0,Insured-Unsubsidized,Kelly Hamilton Homes aka Addison Terrace 4,4092500.0,4/1/2060 12:00:00 AM,High-Medium
Redding                     ,800245642.0,Insured-Unsubsidized,Shadowbrook Apartments,3120000.0,2/1/2053 12:00:00 AM,High-Medium
Hereford                    ,800245815.0,Insured-Unsubsidized,Via Elegante at Sierra Vista,5355400.0,6/1/2053 12:00:00 AM,Large
Warrenton                   ,800245816.0,Insured-Unsubsidized,Brookside Rehab & Nursing Center,15461500.0,1/1/2052 12:00:00 AM,
Saint Louis                 ,800234333.0,Insured-Unsubsidized,MURPHY PARK II,1979900.0,8/1/2046 12:00:00 AM,Low-Medium
Enterprise                  ,800231782.0,Insured-Unsubsidized,Madison Park Apartments,6846700.0,1/1/2055 12:00:00 AM,Large
Riverside                   ,800233684.0,Insured-Unsubsidized,Sunstone Place Apartments,28000000.0,1/1/2056 12:00:00 AM,
Chester                     ,800232796.0,Insured-Unsubsidized,The Orchards at Foxcrest,6461800.0,1/1/2052 12:00:00 AM,Large
Forest Hill                 ,800245700.0,Insured-Subsidized,Rock Spring Station,4800000.0,2/1/2060 12:00:00 AM,High-Medium
Coon Rapids                 ,800245704.0,Insured-Unsubsidized,NOVA,6925000.0,1/1/2060 12:00:00 AM,Large
Newport                     ,800244331.0,Insured-Unsubsidized,Academy on 4th,35715045.0,4/1/2060 12:00:00 AM,
Manahawkin                  ,800244332.0,Insured-Unsubsidized,Dynasty - Southern Ocean Center,16056000.0,8/1/2054 12:00:00 AM,
Fair Lawn                   ,800244333.0,Insured-Unsubsidized,Dynasty - Maple Glen Center,12760000.0,8/1/2054 12:00:00 AM,
Fredericksburg              ,800244343.0,Insured-Unsubsidized,Dynasty - Woodmont Center,22464000.0,1/1/2053 12:00:00 AM,
Ansted                      ,800244344.0,Insured-Unsubsidized,Dynasty - Ansted Center,13848000.0,8/1/2053 12:00:00 AM,
Port Orchard                ,800243768.0,Insured-Unsubsidized,Life Care Center of Port Orchard,5755700.0,5/1/2047 12:00:00 AM,Large
Westminster                 ,800243771.0,Insured-Unsubsidized,Life Care Center of Westminster,9064000.0,5/1/2052 12:00:00 AM,Large
Fort Worth                  ,800242305.0,Insured-Unsubsidized,Reserve at Quebec,25010000.0,5/1/2061 12:00:00 AM,
West Palm Beach             ,800242315.0,Insured-Unsubsidized,Formation - Renaissance Health & Rehabilitation,0.0,,Large
Fredericksburg              ,800242864.0,Insured-Unsubsidized,Madonna House at Belmont,7686000.0,9/1/2051 12:00:00 AM,Large
Boiling Springs             ,800242832.0,Insured-Unsubsidized,Wesley Court,3036000.0,10/1/2051 12:00:00 AM,High-Medium
Ceredo                      ,800240570.0,Insured-Subsidized,Ceredo Manor,4179600.0,10/1/2049 12:00:00 AM,High-Medium
Greensboro                  ,800242222.0,Insured-Unsubsidized,Hickory Trails,2811500.0,12/1/2045 12:00:00 AM,High-Medium
Towson                      ,800243558.0,Insured-Unsubsidized,Aigburth Vale Senior Community,4550000.0,2/1/2052 12:00:00 AM,High-Medium
Erie                        ,800243230.0,Insured-Unsubsidized,Lakeview Apartments,14920000.0,7/1/2056 12:00:00 AM,
Beaumont                    ,800243231.0,Insured-Unsubsidized,Rgcy-TX-Reit - Jefferson Nrsg Rehab Ctr Beaumont,12696000.0,12/1/2052 12:00:00 AM,
New Orleans                 ,800244467.0,Insured-Unsubsidized,2424 Tulane Avenue Apartments,40178700.0,12/1/2059 12:00:00 AM,
Staten Island               ,800245119.0,Insured-Unsubsidized,Golden Gate Rehabilitation & Health Care,20659400.0,7/1/2053 12:00:00 AM,
Milwaukee                   ,800245086.0,Insured-Unsubsidized,THE FORTRESS,32235100.0,6/1/2059 12:00:00 AM,
Richmond                    ,800245121.0,Insured-Unsubsidized,Senior Suites at the Leland,7600000.0,1/1/2053 12:00:00 AM,Large
Elkridge                    ,800245565.0,Insured-Unsubsidized,Corridor Square Apartments,52302000.0,12/1/2060 12:00:00 AM,
Columbia                    ,800245573.0,Insured-Unsubsidized,BABCOCK APARTMENTS,39006300.0,9/1/2063 12:00:00 AM,
Baltimore                   ,800244279.0,Insured-Unsubsidized,Futurecare Courtland,9629700.0,10/1/2047 12:00:00 AM,Large
Raleigh                     ,800245604.0,Insured-Unsubsidized,SUNNYBROOK POINTE APARTMENTS,21950700.0,12/1/2061 12:00:00 AM,
Indianapolis                ,800245519.0,Insured-Unsubsidized,JANUS LOFTS,4206700.0,3/1/2053 12:00:00 AM,High-Medium
Los Angeles                 ,800244112.0,Insured-Unsubsidized,Gilbert Lindsay Apartments,1250000.0,10/1/2058 12:00:00 AM,
Conway                      ,800244535.0,Insured-Unsubsidized,CORNERSTONE COMMONS II,6000000.0,10/1/2052 12:00:00 AM,Large
New Milford                 ,800246815.0,Insured-Unsubsidized,Candlewood Valley Health Rehab Ctr,12400000.0,11/1/2048 12:00:00 AM,
Savannah                    ,800246845.0,Insured-Unsubsidized,The Skylark,12104500.0,2/1/2062 12:00:00 AM,
Arnold                      ,800245818.0,Insured-Unsubsidized,Oakland Hills,19200000.0,12/1/2052 12:00:00 AM,
Eden Prairie                ,800245820.0,Insured-Unsubsidized,ELEVATE AT SOUTHWEST STATION,49760000.0,11/1/2059 12:00:00 AM,
Milledgeville               ,800245824.0,Insured-Subsidized,Wray Court (RAD),3381700.0,7/1/2053 12:00:00 AM,High-Medium
Los Angeles                 ,800231630.0,Insured-Unsubsidized,Savoy West Apartments,36384000.0,8/1/2055 12:00:00 AM,
Rensselaer                  ,800231785.0,Insured-Unsubsidized,Life Care Center 21 - Rensselaer,4304000.0,6/1/2033 12:00:00 AM,High-Medium
Rutledge                    ,800231786.0,Insured-Unsubsidized,Life Care Center 21 - Ridgeview Terrace,4183900.0,6/1/2037 12:00:00 AM,High-Medium
Duluth                      ,800227448.0,Insured-Unsubsidized,Realife Cooperative of Duluth,5002300.0,8/1/2060 12:00:00 AM,High-Medium
Pittsburgh                  ,800227453.0,Insured-Unsubsidized,The Pines at Mount Lebanon,10008000.0,5/1/2045 12:00:00 AM,Large
Dover                       ,800245701.0,Insured-Unsubsidized,Whittier Falls Housing,6265000.0,12/1/2059 12:00:00 AM,Large
Pembroke Park               ,800245222.0,Insured-Unsubsidized,PEMBROKE VILLAS  APARTMENTS,20226900.0,1/1/2053 12:00:00 AM,
Fort Worth                  ,800245732.0,Insured-Unsubsidized,"Trails at Summer Creek Ranch, The",28709200.0,10/1/2060 12:00:00 AM,
Capitol Heights             ,800245733.0,Insured-Unsubsidized,Addison Row,65648500.0,10/1/2061 12:00:00 AM,
Marmet                      ,800244334.0,Insured-Unsubsidized,Dynasty - Marmet Center,22424000.0,6/1/2053 12:00:00 AM,
Milford                     ,800244335.0,Insured-Unsubsidized,Dynasty - Milford Center,17860000.0,3/1/2053 12:00:00 AM,
Laconia                     ,800244336.0,Insured-Unsubsidized,Dynasty - Mountain Ridge Center,12704000.0,11/1/2052 12:00:00 AM,
Lebanon                     ,800244799.0,Insured-Unsubsidized,Altaria Apartments,33318000.0,4/1/2060 12:00:00 AM,
Grand Rapids                ,800243320.0,Insured-Unsubsidized,River Grand Senior Living,5676250.0,1/1/2052 12:00:00 AM,Large
Flushing                    ,800242831.0,Insured-Unsubsidized,Philipson-Control-Cypress Garden Center for Nurs,32320000.0,10/1/2047 12:00:00 AM,
Culloden                    ,800242833.0,Insured-Unsubsidized,Communicare Cabell Health Care Center,13556700.0,10/1/2056 12:00:00 AM,
Temple                      ,800243657.0,Insured-Unsubsidized,BELL TOWER APARTMENTS,26588000.0,6/1/2061 12:00:00 AM,
Jacksonville                ,800243684.0,Insured-Unsubsidized,DUVAL STATION LANDING APARTMENTS,14018100.0,9/1/2059 12:00:00 AM,
San Antonio                 ,800243685.0,Insured-Unsubsidized,Southline,41897500.0,1/1/2060 12:00:00 AM,
Fredericksburg              ,800243564.0,Insured-Unsubsidized,Sunrise Townhomes,2552300.0,4/1/2052 12:00:00 AM,High-Medium
Kingsville                  ,800243233.0,Insured-Unsubsidized,Rgcy-TX-Reit - Kingsville Nursing & Rehab Center,13472000.0,10/1/2052 12:00:00 AM,
Boston                      ,800245091.0,Insured-Unsubsidized,Longwood Apartments,51940400.0,5/1/2061 12:00:00 AM,
Orlando                     ,800245153.0,Insured-Unsubsidized,LANDON POINTE APARTMENTS,16500000.0,10/1/2052 12:00:00 AM,
Frisco                      ,800245154.0,Insured-Unsubsidized,Artistry at Edgestone,31922800.0,10/1/2060 12:00:00 AM,
Houston                     ,800245122.0,Insured-Unsubsidized,LB Belon-Solera at West Houston,13275000.0,2/1/2054 12:00:00 AM,
San Antonio                 ,800244277.0,Insured-Unsubsidized,Granite-CaraDay Wurzbach,8295700.0,11/1/2047 12:00:00 AM,Large
Edina                       ,800245162.0,Insured-Unsubsidized,Aria,45885700.0,8/1/2059 12:00:00 AM,
Paris                       ,800244708.0,Insured-Unsubsidized,TLManagement - Heritage House Paris HRC,6680000.0,2/1/2053 12:00:00 AM,Large
Little Neck                 ,800244709.0,Insured-Unsubsidized,Weisz-Little Neck CC,17840000.0,2/1/2048 12:00:00 AM,
Saint Petersburg            ,800245582.0,Insured-Unsubsidized,Eagle Lake Nursing & Rehab Care Center,5432700.0,4/1/2054 12:00:00 AM,Large
Portsmouth                  ,800244541.0,Insured-Subsidized,QUAKER MANOR,1233000.0,11/1/2052 12:00:00 AM,Low-Medium
Cypress                     ,800246387.0,Insured-Unsubsidized,Fairfield Creek Estates,6200000.0,5/1/2053 12:00:00 AM,Large
Streamwood                  ,800246846.0,Insured-Unsubsidized,SHANNON COURT,3669000.0,11/1/2053 12:00:00 AM,High-Medium
Oakwood                     ,800246898.0,Insured-Unsubsidized,PEAKS OF OAKWOOD,3600000.0,3/1/2060 12:00:00 AM,High-Medium
Des Moines                  ,800246904.0,Insured-Unsubsidized,SOUTHERN HORIZON,12193400.0,6/1/2054 12:00:00 AM,
Oberlin                     ,800227234.0,Insured-Unsubsidized,Welcome Nursing Home,3920800.0,9/1/2045 12:00:00 AM,High-Medium
Evansville                  ,800227239.0,Insured-Subsidized,GRAND OAK COMMUNITY,12897300.0,,
Springfield                 ,800234335.0,Insured-Unsubsidized,AiramidMA4-Chapin Center,3080000.0,9/1/2037 12:00:00 AM,High-Medium
Centerville                 ,800231635.0,Insured-Unsubsidized,Cape Regency Rehabilitation and Health Care Cente,19120000.0,10/1/2045 12:00:00 AM,
Gettysburg                  ,800232511.0,Insured-Unsubsidized,CARLISLE APTS I,2771900.0,7/1/2060 12:00:00 AM,High-Medium
Albuquerque                 ,800234379.0,Insured-Unsubsidized,PLAZA FELIZ-Risk Share,1101300.0,11/1/2052 12:00:00 AM,Low-Medium
Franklin                    ,800227412.0,Insured-Unsubsidized,LAKEVIEW APARTMENTS I,6560000.0,12/1/2044 12:00:00 AM,Large
Utica                       ,800244792.0,Insured-Unsubsidized,Oneida Center for Rehabilitation and Nursing,14993700.0,11/1/2044 12:00:00 AM,
Washington                  ,800245225.0,Insured-Unsubsidized,The Griffin Apartments,14400000.0,10/1/2052 12:00:00 AM,
Coon Rapids                 ,800245702.0,Insured-Unsubsidized,LYRA,28590000.0,5/1/2060 12:00:00 AM,
Dundee                      ,800245737.0,Insured-Unsubsidized,ROSE PARK APARTMENTS,2079200.0,6/1/2053 12:00:00 AM,High-Medium
Keene                       ,800244353.0,Insured-Unsubsidized,Dynasty - Keene Center,14872000.0,11/1/2052 12:00:00 AM,
Concord                     ,800244354.0,Insured-Unsubsidized,Dynasty - Harris Hill Center,14720000.0,11/1/2047 12:00:00 AM,
Wyncote                     ,800244355.0,Insured-Unsubsidized,Dynasty - Hopkins Center,5637200.0,11/1/2054 12:00:00 AM,Large
Corpus Christi              ,800243203.0,Insured-Unsubsidized,Rgcy-TX-Reit-Windsor Calallen,16040000.0,8/1/2054 12:00:00 AM,
Kannapolis                  ,800243192.0,Insured-Unsubsidized,Autumn Crest Apartments,2410900.0,9/1/2051 12:00:00 AM,High-Medium
Reno                        ,800243195.0,Insured-Unsubsidized,Aviana at Tuscany,36031200.0,4/1/2052 12:00:00 AM,
Columbus                    ,800243643.0,Insured-Unsubsidized,Creekside at the Village,14330900.0,5/1/2052 12:00:00 AM,
Battle Creek                ,800243680.0,Insured-Unsubsidized,TEAL RUN I,7282000.0,1/1/2053 12:00:00 AM,Large
Hudson                      ,800243666.0,Insured-Unsubsidized,Fairview Healthcare,18082000.0,7/1/2052 12:00:00 AM,
Orlando                     ,800242232.0,Insured-Unsubsidized,LAKE NONA GREENWAY APARTMENTS,43461500.0,7/1/2058 12:00:00 AM,
Gretna                      ,800242215.0,Insured-Unsubsidized,Calypso Bay Apartments,28978400.0,5/1/2055 12:00:00 AM,
Decatur                     ,800243698.0,Insured-Unsubsidized,Medlock Gardens,2281900.0,10/1/2052 12:00:00 AM,High-Medium
Bakersfield                 ,800243235.0,Insured-Unsubsidized,Oak Park Apartments,4622500.0,11/1/2051 12:00:00 AM,High-Medium
Beaverton                   ,800242615.0,Insured-Unsubsidized,Commons at Redwood Creek,63590600.0,1/1/2057 12:00:00 AM,
Blythe                      ,800242624.0,Insured-Unsubsidized,Blythe Post Acute,3372900.0,6/1/2043 12:00:00 AM,High-Medium
Norfolk                     ,800245160.0,Insured-Unsubsidized,201 Twenty One Apartments,35702300.0,9/1/2056 12:00:00 AM,
Pullman                     ,800244940.0,Insured-Unsubsidized,Pimlico Apartments,32863600.0,2/1/2058 12:00:00 AM,
Worcester                   ,800245169.0,Insured-Unsubsidized,Fruit Sever Apartments,6636000.0,6/1/2060 12:00:00 AM,
Marquette                   ,800244615.0,Insured-Unsubsidized,CEDARVILLE TOWNHOMES,17600000.0,5/1/2056 12:00:00 AM,
Grass Valley                ,800244254.0,Insured-Unsubsidized,Berryhill Apartments,7896000.0,12/1/2055 12:00:00 AM,Large
Tucson                      ,800244255.0,Insured-Unsubsidized,Monier Apartments,25820400.0,6/1/2060 12:00:00 AM,
Menasha                     ,800244256.0,Insured-Unsubsidized,Oakridge Gardens Nursing Center,13592600.0,10/1/2047 12:00:00 AM,
Suitland                    ,800245518.0,Insured-Unsubsidized,Bristol Pines,33000000.0,1/1/2053 12:00:00 AM,
Warner Robins               ,800245052.0,Insured-Unsubsidized,Warner Robins Rehabilitation Center,8521700.0,2/1/2053 12:00:00 AM,Large
Austin                      ,800246445.0,Insured-Unsubsidized,St. Elmo (221D4),74597200.0,1/1/2063 12:00:00 AM,
Corpus Christi              ,800246411.0,Insured-Unsubsidized,Village at Henderson,3875000.0,2/1/2060 12:00:00 AM,High-Medium
Bedford                     ,800246907.0,Insured-Unsubsidized,Bedford Village Apts.,8274000.0,7/1/2060 12:00:00 AM,
Lowell                      ,800233476.0,Insured-Unsubsidized,Care One Realty3-Lowell Rehabilitation Center,16400000.0,2/1/2036 12:00:00 AM,
Fairfield Township          ,800227241.0,Insured-Unsubsidized,GLEN MEADOWS,4624100.0,6/1/2041 12:00:00 AM,High-Medium
Sandwich                    ,800231634.0,Insured-Unsubsidized,Athena-Cape Heritage Rehab & Health Care Cen,11353000.0,7/1/2055 12:00:00 AM,
South Rockwood              ,800232568.0,Insured-Unsubsidized,VILLAGE PLACE APARTMENTS,11838600.0,12/1/2055 12:00:00 AM,
Ankeny                      ,800232573.0,Insured-Unsubsidized,DELAWARE CROSSING,8253500.0,3/1/2048 12:00:00 AM,Large
Brooklyn                    ,800234370.0,Insured-Unsubsidized,Riverway Apartments,20225000.0,10/1/2051 12:00:00 AM,
Woodburn                    ,800245218.0,Insured-Unsubsidized,Heartwood Place Memory Care Community,8827900.0,10/1/2056 12:00:00 AM,Large
Port Orchard                ,800245219.0,Insured-Unsubsidized,Park Vista Retirement & Assisted Living Community,14547900.0,3/1/2033 12:00:00 AM,
Alliance                    ,800245207.0,Insured-Unsubsidized,Foundations - Canterbury Villa of Alliance,10256000.0,11/1/2053 12:00:00 AM,
Charlotte                   ,800245759.0,Insured-Unsubsidized,HALTON PARK APARTMENTS,31760000.0,5/1/2053 12:00:00 AM,
Eatontown                   ,800244356.0,Insured-Unsubsidized,Dynasty - Jersey Shore Center,19888000.0,3/1/2053 12:00:00 AM,
Lebanon                     ,800244357.0,Insured-Unsubsidized,Dynasty - Lebanon Center,17280000.0,1/1/2053 12:00:00 AM,
Kingsland                   ,800244831.0,Insured-Unsubsidized,Kingsland Trails,2209700.0,11/1/2052 12:00:00 AM,High-Medium
Pearsall                    ,800243208.0,Insured-Unsubsidized,Rgcy-TX-Reit - Pearsall Nursing & Rehab Center,12792000.0,12/1/2052 12:00:00 AM,
Port Lavaca                 ,800243210.0,Insured-Unsubsidized,Rgcy-TX-Reit - Port Lavaca Nursing & Rehab Ctr,16920000.0,3/1/2051 12:00:00 AM,
Baton Rouge                 ,800243659.0,Insured-Unsubsidized,Jaguar Plaza (223F),2610000.0,1/1/2053 12:00:00 AM,High-Medium
Niles                       ,800243681.0,Insured-Unsubsidized,BERRIEN WOODS III,5602800.0,1/1/2053 12:00:00 AM,Large
Pleasant Hill               ,800243668.0,Insured-Unsubsidized,Meridian5 - Pleasant Hill Post Acute,4650300.0,9/1/2047 12:00:00 AM,High-Medium
McFarland                   ,800244555.0,Insured-Unsubsidized,Ensign WI - McFarland,3856000.0,1/1/2053 12:00:00 AM,High-Medium
Little Egg Harbor Twp       ,800243699.0,Insured-Unsubsidized,Mystic Meadows Rehab & Nursing Center,17104000.0,3/1/2053 12:00:00 AM,
Valley Park                 ,800243700.0,Insured-Unsubsidized,Big Bend Woods Healthcare Center,8202000.0,7/1/2047 12:00:00 AM,Large
Boise                       ,800243705.0,Insured-Unsubsidized,Shoreline Plaza North Apartments,3565600.0,12/1/2051 12:00:00 AM,High-Medium
Bryn Mawr                   ,800242594.0,Insured-Unsubsidized,The Bryn Mawr Terrace,8468700.0,12/1/2043 12:00:00 AM,Large
North Hollywood             ,800244468.0,Insured-Unsubsidized,Park Plaza Senior Apartments,21092900.0,3/1/2057 12:00:00 AM,
Monroe                      ,800245161.0,Insured-Unsubsidized,Delta Grande Skilled Nursing,5230000.0,11/1/2047 12:00:00 AM,High-Medium
Arlington                   ,800244605.0,Insured-Unsubsidized,The Concord Apartments,86907400.0,11/1/2052 12:00:00 AM,
Silver Spring               ,800244711.0,Insured-Unsubsidized,CommuniCare - Bel Pre Healthcare Center,9760000.0,1/1/2049 12:00:00 AM,Large
Tuscaloosa                  ,800244618.0,Insured-Unsubsidized,Legacy at Country Club Apartments,15540700.0,11/1/2052 12:00:00 AM,
Bluffdale                   ,800244621.0,Insured-Unsubsidized,Rockpoint Apartments,45539300.0,4/1/2060 12:00:00 AM,
Utica                       ,800244257.0,Insured-Unsubsidized,The Pines at Utica Center for Nursing & Rehab,3239900.0,10/1/2052 12:00:00 AM,High-Medium
Fort Mill                   ,800244264.0,Insured-Unsubsidized,Forest Ridge Apartments,13500000.0,4/1/2052 12:00:00 AM,
Bastrop                     ,800245053.0,Insured-Unsubsidized,Cherry Ridge Skilled Nursing Facility,7402100.0,10/1/2055 12:00:00 AM,Large
Tampa                       ,800244206.0,Insured-Unsubsidized,TAMPA WOODS APARTMENTS,47344000.0,4/1/2052 12:00:00 AM,
